,Unnamed: 0.14,Unnamed: 0.13,Unnamed: 0.12,Unnamed: 0.11,Unnamed: 0.10,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,id,price,beds,baths,parking,title,address,propertyType,status,bond,Coordinates,Latitude,Longitude
301,301,10884,10884,10884,10884,10884,10884,10884,10884,10884,10884,10884,10884,10884,10925,16016202,400.0,3,1,2,$400,"46 Cleek Street, Oakleigh South VIC 3167",House,live,1739.0,"('-37.9134918', '145.0877792')",-37.9134918,145.0877792
302,302,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10890,10931,16016031,490.0,4,2,2,$490 per week!!,"6 Anandway, Deanside VIC 3336",House,recentlyUpdated,2129.0,Just do it by hand,J,u
303,303,10905,10905,10905,10905,10905,10905,10905,10905,10905,10905,10905,10905,10905,10946,16015693,455.0,2,1,0,$455.00,"8/12 Wyuna Street, Caulfield North VIC 3161",Townhouse,live,1977.0,"('-37.8769148', '145.0323104')",-37.8769148,145.0323104
304,304,10962,10962,10962,10962,10962,10962,10962,10962,10962,10962,10962,10962,10962,11005,16014424,590.0,3,1,1,$590 per week,"300 Latrobe Terrace, Newtown VIC 3220",House,live,2564.0,"('-38.1371199', '144.3528958')",-38.1371199,144.3528958
305,305,10970,10970,10970,10970,10970,10970,10970,10970,10970,10970,10970,10970,10970,11013,15507008,530.0,4,1,2,$530,"1 Whalers Court, Portland VIC 3305",House,live,2296.0,Just do it by hand,J,u
306,306,10977,10977,10977,10977,10977,10977,10977,10977,10977,10977,10977,10977,10977,11020,16013926,550.0,2,2,2,$550.00,"304/1240 Glenhuntly Road, Glen Huntly VIC 3163",Apartment / Unit / Flat,live,2390.0,"('-37.8923791', '145.0413689')",-37.8923791,145.0413689
307,307,10978,10978,10978,10978,10978,10978,10978,10978,10978,10978,10978,10978,10978,11021,16013824,850.0,4,2,2,$850 per week,"70 Stacey's Road, Anakie VIC 3213",House,live,3694.0,Just do it by hand,J,u
308,308,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11005,11049,16012885,650.0,2,1,0,$650 pw,"4203/318 Rusell Street, Melbourne VIC 3000",Apartment / Unit / Flat,live,2825.0,Just do it by hand,J,u
309,309,11015,11015,11015,11015,11015,11015,11015,11015,11015,11015,11015,11015,11015,11059,16012550,470.0,4,2,2,$470,"9 Silver Street, Donnybrook VIC 3064",House,live,2036.0,"('-37.96392795', '145.0624696045823')",-37.96392795,145.0624696045823
310,310,11031,11031,11031,11031,11031,11031,11031,11031,11031,11031,11031,11031,11031,11075,16012166,395.0,2,1,1,$395.00 Per Week,"149/115 Neerim Road, Glen Huntly VIC 3163",Apartment / Unit / Flat,live,1716.0,"('-37.886832839024386', '145.0413227707317')",-37.886832839024386,145.0413227707317
311,311,11073,11073,11073,11073,11073,11073,11073,11073,11073,11073,11073,11073,11073,11117,16011148,530.0,4,2,2,$530,"9 Limestone Way, Ocean Grove VIC 3226",House,live,2296.0,Just do it by hand,J,u
312,312,11143,11143,11143,11143,11143,11143,11143,11143,11143,11143,11143,11143,11143,11190,16009238,280.0,2,1,1,$280.00,"1/607 Talbot Street South Street, Redan VIC 3350",House,live,1256.0,"('-37.5722029', '143.8407333')",-37.5722029,143.8407333
313,313,11182,11182,11182,11182,11182,11182,11182,11182,11182,11182,11182,11182,11182,11229,16008213,440.0,3,1,2,$440.00,"88 Rim Cross Drive, Avondale Heights VIC 3034",Townhouse,live,1912.0,Just do it by hand,J,u
314,314,11233,11233,11233,11233,11233,11233,11233,11233,11233,11233,11233,11233,11233,11280,16006842,500.0,4,2,2,$500,"5 Mawbey Way, Wollert VIC 3750",House,live,2173.0,Just do it by hand,J,u
315,315,11255,11255,11255,11255,11255,11255,11255,11255,11255,11255,11255,11255,11255,11302,16006243,400.0,4,2,2,$400,"56 Long Forest Avenue, Melton West VIC 3337",House,live,1738.0,"('-37.6580206', '144.5057848')",-37.6580206,144.5057848
316,316,11327,11327,11327,11327,11327,11327,11327,11327,11327,11327,11327,11327,11327,11374,14862497,380.0,3,1,1,$380,"33 Winslow Crst, Deer Park VIC 3023",House,live,1651.0,Just do it by hand,J,u
