beds,avg_price,count,propertyType,suburb,median
3,950.0,1,House,Gardenvale,950.0
3,510.0,5,House,Geelong,500.0
3,458.3333333333333,6,House,Geelong West,440.0
3,860.0,1,House,Gerangamete,860.0
3,300.0,1,House,Gerrigerrup,300.0
3,520.0,10,House,Gisborne,480.0
3,415.0,7,House,Gladstone Park,400.0
3,470.0,1,House,Glen Huntly,470.0
3,751.6666666666666,12,House,Glen Iris,755.0
3,517.0833333333334,12,House,Glen Waverley,520.0
3,512.8571428571429,21,House,Glenroy,430.0
3,395.0,2,House,Golden Point,395.0
3,397.5,4,House,Golden Square,400.0
3,440.0,1,House,Goughs Bay,440.0
3,430.0,2,House,Gowanbrae,430.0
3,420.0,1,House,Grantville,420.0
3,524.5833333333334,12,House,Greensborough,512.5
3,478.3333333333333,6,House,Greenvale,465.0
3,442.22222222222223,9,House,Grovedale,460.0
3,450.0,1,House,Guildford,450.0
3,446.6666666666667,3,House,Hadfield,450.0
3,420.0,3,House,Hallam,430.0
3,310.0,1,House,Hamilton,310.0
3,485.0,2,House,Hamlyn Heights,485.0
3,811.0,5,House,Hampton,750.0
3,590.0,1,House,Hampton East,590.0
3,411.0,15,House,Hampton Park,420.0
3,359.09090909090907,11,House,Harkness,355.0
3,474.0,5,House,Hastings,460.0
3,735.5555555555555,9,House,Hawthorn,675.0
3,811.0,10,House,Hawthorn East,760.0
3,560.0,2,House,Heathmont,560.0
3,483.75,4,House,Heidelberg,497.5
3,466.25,12,House,Heidelberg Heights,450.0
3,412.5,6,House,Heidelberg West,397.5
3,585.0,1,House,Hepburn Springs,585.0
3,422.5,6,House,Herne Hill,410.0
3,300.0,1,House,Hexham,300.0
3,381.0,1,House,Heyfield,381.0
3,615.0,6,House,Highett,625.0
3,476.5,12,House,Highton,484.5
3,392.0,5,House,Hillside,400.0
3,330.0,1,House,Hopetoun,330.0
3,356.42857142857144,21,House,Hoppers Crossing,350.0
3,336.1111111111111,9,House,Horsham,320.0
3,568.3333333333334,3,House,Hughesdale,525.0
3,370.0,1,House,Huntly,370.0
3,460.0,1,House,Hurstbridge,460.0
3,360.0,1,House,Indented Head,360.0
3,432.5,6,House,Inverloch,445.0
3,410.0,1,House,Ironbark,410.0
3,470.0,2,House,Irymple,470.0
3,575.0,2,House,Ivanhoe,575.0
3,660.0,1,House,Ivanhoe East,660.0
3,410.0,4,House,Jacana,412.5
3,540.0,2,House,Jan Juc,540.0
3,462.5,2,House,Junortoun,462.5
3,230.0,1,House,Kadnook,230.0
3,380.0,3,House,Kalimna,320.0
3,400.0,5,House,Kalkallo,400.0
3,600.0,1,House,Kalorama,600.0
3,435.7142857142857,7,House,Kangaroo Flat,420.0
3,400.0,2,House,Kealba,400.0
3,550.0,1,House,Keilor,550.0
3,430.0,3,House,Keilor Downs,400.0
3,467.5,4,House,Keilor East,440.0
3,401.6666666666667,3,House,Keilor Park,415.0
3,400.0,1,House,Kennington,400.0
3,550.0,1,House,Kensington,550.0
3,275.0,1,House,Kerang,275.0
3,708.75,8,House,Kew,700.0
3,607.0,5,House,Kew East,625.0
3,445.625,8,House,Keysborough,440.0
3,455.0,2,House,Kialla,455.0
3,377.5,4,House,Kilmore,370.0
3,380.0,1,House,Kilsyth,380.0
3,395.0,1,House,Kilsyth South,395.0
3,390.0,1,House,Kinglake,390.0
3,356.0,5,House,Kings Park,360.0
3,372.5,4,House,Kingsbury,370.0
3,586.25,4,House,Kingsville,610.0
3,415.0,2,House,Knoxfield,415.0
3,412.5,4,House,Koo Wee Rup,420.0
3,345.8333333333333,6,House,Kurunjang,340.0
3,455.0,2,House,Kyneton,455.0
3,380.0,1,House,Labertouche,380.0
3,435.0,2,House,Lake Wendouree,435.0
3,450.0,1,House,Lakes Entrance,450.0
3,392.0833333333333,12,House,Lalor,380.0
3,400.0,1,House,Lang Lang,400.0
3,518.0,5,House,Langwarrin,520.0
3,463.84615384615387,13,House,Lara,450.0
3,359.4,25,House,Laverton,340.0
3,360.0,2,House,Leongatha,360.0
3,442.8571428571428,7,House,Leopold,450.0
3,463.3333333333333,3,House,Lilydale,460.0
3,394.0,5,House,Long Gully,420.0
3,500.0,1,House,Lower Plenty,500.0
3,395.0,3,House,Lucas,385.0
3,455.8333333333333,6,House,Lynbrook,460.0
3,521.6666666666666,3,House,Lyndhurst,490.0
3,470.0,1,House,Lysterfield,470.0
3,500.0,1,House,Macedon,500.0
3,453.3333333333333,3,House,Macleod,470.0
3,382.5,4,House,Maddingley,380.0
3,380.0,1,House,Maffra,380.0
3,443.0,5,House,Maidstone,420.0
3,400.0,1,House,Maindample,400.0
3,786.25,4,House,Malvern,760.0
3,680.4545454545455,11,House,Malvern East,620.0
3,450.0,1,House,Manifold Heights,450.0
3,369.0,5,House,Manor Lakes,370.0
3,436.6666666666667,3,House,Mansfield,430.0
3,536.25,4,House,Maribyrnong,472.5
3,450.0,1,House,Marlo,450.0
3,450.0,2,House,Marshall,450.0
3,327.5,4,House,Maryborough,315.0
3,556.6666666666666,3,House,McCrae,600.0
3,652.1428571428571,7,House,McKinnon,630.0
3,391.4285714285714,7,House,Meadow Heights,400.0
3,450.0,1,House,Meeniyan,450.0
3,950.0,1,House,Melbourne,950.0
3,337.5,14,House,Melton,330.0
3,346.1111111111111,18,House,Melton South,345.0
3,361.1111111111111,9,House,Melton West,360.0
3,752.0,5,House,Mentone,750.0
3,415.3333333333333,15,House,Mernda,410.0
3,725.0,1,House,Merricks Beach,725.0
3,526.6666666666666,3,House,Metung,550.0
3,415.0,4,House,Mickleham,410.0
3,995.0,2,House,Middle Park,995.0
3,383.0,35,House,Mildura,380.0
3,414.3333333333333,15,House,Mill Park,410.0
3,390.0,1,House,Miners Rest,390.0
3,360.0,2,House,Mirboo North,360.0
3,485.0,9,House,Mitcham,480.0
3,373.57142857142856,7,House,Moe,380.0
3,567.5,4,House,Mont Albert,597.5
3,588.3333333333334,6,House,Mont Albert North,575.0
3,600.0,2,House,Montmorency,600.0
3,586.4285714285714,14,House,Moonee Ponds,582.5
3,577.0,5,House,Moorabbin,590.0
3,483.75,4,House,Mooroolbark,487.5
3,390.0,1,House,Mooroopna,390.0
3,612.5,2,House,Mordialloc,612.5
3,669.0,10,House,Mornington,645.0
3,300.0,1,House,Mortlake,300.0
3,356.8181818181818,11,House,Morwell,360.0
3,357.5,2,House,Mount Clear,357.5
3,750.0,1,House,Mount Dandenong,750.0
3,475.0,2,House,Mount Duneed,475.0
3,835.0,2,House,Mount Eliza,835.0
3,490.0,2,House,Mount Martha,490.0
3,351.6666666666667,6,House,Mount Pleasant,350.0
3,507.6923076923077,13,House,Mount Waverley,500.0
3,461.0,5,House,Mulgrave,445.0
3,675.0,1,House,Murmungee,675.0
3,420.0,1,House,Murraydale,420.0
3,300.0,1,House,Murtoa,300.0
3,350.0,1,House,Myrniong,350.0
3,400.0,1,House,Myrtleford,400.0
3,423.25,20,House,Narre Warren,425.0
3,443.0769230769231,13,House,Narre Warren South,440.0
3,400.0,1,House,Nerrina,400.0
3,620.0,2,House,New Gisborne,620.0
3,360.0,2,House,Newborough,360.0
3,406.6666666666667,3,House,Newcomb,420.0
3,386.6666666666667,3,House,Newington,380.0
3,575.8333333333334,18,House,Newport,590.0
3,515.0,14,House,Newtown,520.0
3,514.0,5,House,Niddrie,460.0
3,432.1428571428572,14,House,Noble Park,420.0
3,425.0,9,House,Noble Park North,410.0
3,371.6666666666667,6,House,Norlane,370.0
3,386.0,5,House,North Bendigo,380.0
3,460.0,2,House,North Geelong,460.0
3,690.5555555555555,9,House,North Melbourne,640.0
3,650.0,1,House,North Warrandyte,650.0
3,749.6153846153846,13,House,Northcote,750.0
3,506.6666666666667,3,House,Notting Hill,490.0
3,505.0,5,House,Nunawading,480.0
3,550.0,1,House,Nyora,550.0
3,444.0,5,House,Oak Park,420.0
3,590.0,5,House,Oakleigh,620.0
3,510.0,4,House,Oakleigh East,530.0
3,479.0,5,House,Oakleigh South,450.0
3,516.1111111111111,9,House,Ocean Grove,500.0
3,449.1666666666667,12,House,Officer,440.0
3,390.0,1,House,Officer South,390.0
3,370.0,1,House,Ombersley,370.0
3,701.6666666666666,6,House,Ormond,695.0
3,220.0,1,House,Ouyen,220.0
3,420.7692307692308,26,House,Pakenham,417.5
3,595.0,1,House,Park Orchards,595.0
3,785.0,2,House,Parkdale,785.0
3,710.0,2,House,Parkville,710.0
3,453.75,8,House,Pascoe Vale,452.5
3,466.6666666666667,6,House,Pascoe Vale South,475.0
3,650.0,1,House,Patterson Lakes,650.0
3,537.5,2,House,Paynesville,537.5
3,320.0,1,House,Pioneer Bay,320.0
3,417.39130434782606,23,House,Point Cook,420.0
3,552.5,4,House,Point Lonsdale,585.0
3,440.0,1,House,Port Fairy,440.0
3,657.8571428571429,7,House,Port Melbourne,650.0
3,463.3333333333333,6,House,Portarlington,402.5
3,442.0,5,House,Portland,440.0
3,821.0,15,House,Prahran,815.0
3,526.4705882352941,17,House,Preston,500.0
3,837.5,2,House,Princes Hill,837.5
3,240.0,1,House,Quambatook,240.0
3,387.5,2,House,Quarry Hill,387.5
3,380.0,1,House,Raymond Island,380.0
3,337.0,5,House,Red Cliffs,325.0
3,875.0,1,House,Red Hill,875.0
3,1200.0,1,House,Red Hill South,1200.0
3,350.0,3,House,Redan,370.0
3,441.0,35,House,Reservoir,430.0
3,776.9230769230769,26,House,Richmond,760.0
3,395.0,2,House,Riddells Creek,395.0
3,475.38461538461536,13,House,Ringwood,470.0
3,465.0,7,House,Ringwood East,475.0
3,517.0,5,House,Ringwood North,500.0
3,561.25,4,House,Rippleside,552.5
3,379.375,8,House,Rockbank,380.0
3,492.0,5,House,Rosanna,520.0
3,498.75,8,House,Rosebud,510.0
3,400.0,1,House,Rosedale,400.0
3,481.5,10,House,Rowville,477.5
3,419.2857142857143,7,House,Roxburgh Park,420.0
3,400.0,1,House,Rushworth,400.0
3,587.7777777777778,9,House,Rye,575.0
3,690.0,6,House,Safety Beach,700.0
3,442.0,5,House,Sale,450.0
3,380.0,1,House,San Remo,380.0
3,1020.0,2,House,Sandringham,1020.0
3,450.0,2,House,Scoresby,450.0
3,390.0,1,House,Scotsburn,390.0
3,420.0,6,House,Seabrook,435.0
3,496.6666666666667,9,House,Seaford,500.0
3,476.6666666666667,3,House,Seaholme,450.0
3,350.0,4,House,Sebastopol,362.5
3,578.75,8,House,Seddon,565.0
3,350.0,4,House,Seymour,355.0
3,403.75,24,House,Shepparton,400.0
3,310.0,1,House,Skipton,310.0
3,375.0,4,House,Soldiers Hill,372.5
3,506.6666666666667,3,House,Somerville,500.0
3,460.0,2,House,South Geelong,460.0
3,520.0,1,House,South Kingsville,520.0
3,1266.6666666666667,3,House,South Melbourne,1300.0
3,437.77777777777777,9,House,South Morang,430.0
3,1020.8333333333334,12,House,South Yarra,950.0
3,685.0,1,House,Southbank,685.0
3,553.3333333333334,3,House,Spotswood,600.0
3,470.0,1,House,Spring Gully,470.0
3,447.77777777777777,9,House,Springvale,430.0
3,480.0,3,House,Springvale South,480.0
3,393.8043478260869,46,House,St Albans,350.0
3,290.0,1,House,St Arnaud,290.0
3,550.0,1,House,St Helena,550.0
3,1012.5,2,House,St Kilda,1012.5
3,738.75,8,House,St Kilda East,735.0
3,538.0,5,House,St Leonards,450.0
3,375.0,2,House,Stawell,375.0
3,430.0,2,House,Strathdale,430.0
3,465.0,2,House,Strathfieldsaye,465.0
3,572.5,8,House,Strathmore,565.0
3,480.0,1,House,Strathmore Heights,480.0
3,384.1666666666667,6,House,Strathtulloh,380.0
3,441.5384615384616,13,House,Sunbury,420.0
3,410.0,1,House,Sunset Strip,410.0
3,408.8235294117647,17,House,Sunshine,400.0
3,370.0,9,House,Sunshine North,370.0
3,376.0869565217391,23,House,Sunshine West,380.0
3,550.0,2,House,Surrey Hills,550.0
3,360.0,1,House,Swan Hill,360.0
3,377.0,5,House,Sydenham,370.0
3,470.0,1,House,Tallangatta,470.0
3,390.0,1,House,Tallygaroopna,390.0
3,400.7142857142857,28,House,Tarneit,400.0
3,450.0,1,House,Tarwin Lower,450.0
3,500.0,1,House,Tawonga,500.0
3,475.0,1,House,Tawonga South,475.0
3,425.0,2,House,Taylors Hill,425.0
3,400.0,1,House,Taylors Lakes,400.0
3,510.0,3,House,Templestowe,500.0
3,680.0,3,House,Templestowe Lower,530.0
3,450.0,1,House,The Basin,450.0
3,386.6666666666667,24,House,Thomastown,377.5
3,433.3333333333333,3,House,Thomson,420.0
3,658.0769230769231,13,House,Thornbury,650.0
3,410.0,2,House,Thornhill Park,410.0
3,1825.0,1,House,Tongala,1825.0
3,1247.857142857143,7,House,Toorak,950.0
3,465.0,8,House,Tootgarook,450.0
3,571.0,5,House,Torquay,570.0
3,394.44444444444446,18,House,Traralgon,395.0
3,650.0,1,House,Trentham,650.0
3,404.4827586206897,29,House,Truganina,400.0
3,380.0,6,House,Tullamarine,380.0
3,415.0,1,House,Tungamah,415.0
3,515.0,2,House,Upper Ferntree Gully,515.0
3,650.0,1,House,Upper Plenty,650.0
3,560.0,2,House,Upwey,560.0
3,370.0,2,House,Venus Bay,370.0
3,531.6666666666666,3,House,Vermont,545.0
3,498.3333333333333,3,House,Vermont South,525.0
3,548.75,4,House,Viewbank,572.5
3,405.0,4,House,Wallan,405.0
3,450.0,5,House,Wangaratta,480.0
3,490.0,2,House,Wantirna,490.0
3,473.57142857142856,7,House,Wantirna South,450.0
3,295.0,1,House,Warracknabeal,295.0
3,394.54545454545456,11,House,Warragul,395.0
3,670.0,1,House,Warrandyte,670.0
3,441.9230769230769,13,House,Warrnambool,450.0
3,465.55555555555554,9,House,Watsonia,485.0
3,507.5,4,House,Watsonia North,540.0
3,475.0,4,House,Waurn Ponds,467.5
3,370.0,3,House,Weir Views,360.0
3,379.5,10,House,Wendouree,372.5
3,366.44444444444446,45,House,Werribee,350.0
3,510.0,1,House,Werribee South,510.0
3,487.7272727272728,11,House,West Footscray,490.0
3,1030.0,6,House,West Melbourne,1000.0
3,380.0,1,House,West Wodonga,380.0
3,403.0,5,House,Westmeadows,385.0
3,517.5,6,House,Wheelers Hill,515.0
3,360.0,1,House,White Hills,360.0
3,375.0,2,House,Whittington,375.0
3,435.8333333333333,6,House,Williams Landing,437.5
3,667.1428571428571,14,House,Williamstown,640.0
3,437.0,5,House,Winchelsea,395.0
3,742.0,5,House,Windsor,750.0
3,439.7368421052632,19,House,Wodonga,420.0
3,438.125,8,House,Wollert,435.0
3,420.0,5,House,Wonthaggi,430.0
3,490.0,3,House,Woodend,480.0
3,359.44444444444446,18,House,Wyndham Vale,360.0
3,580.0,1,House,Yallambie,580.0
3,360.0,1,House,Yallourn North,360.0
3,400.0,1,House,Yarragon,400.0
3,604.5454545454545,22,House,Yarraville,605.0
3,530.0,1,House,Yarrawonga,530.0
3,825.0,1,Penthouse,Moonee Ponds,825.0
3,570.0,1,Semi-Detached,Heidelberg West,570.0
3,950.0,1,Semi-Detached,Malvern,950.0
3,410.0,1,Studio,Frankston North,410.0
3,762.5,2,Townhouse,Abbotsford,762.5
3,520.0,1,Townhouse,Aberfeldie,520.0
3,512.5,4,Townhouse,Airport West,522.5
3,500.0,1,Townhouse,Albion,500.0
3,683.75,4,Townhouse,Alphington,680.0
3,615.0,5,Townhouse,Altona,600.0
3,425.0,2,Townhouse,Altona Meadows,425.0
3,567.0,5,Townhouse,Altona North,580.0
3,450.0,1,Townhouse,Ardeer,450.0
3,681.0,5,Townhouse,Ascot Vale,670.0
3,635.0,2,Townhouse,Ashwood,635.0
3,1100.0,1,Townhouse,Aspendale,1100.0
3,578.5714285714286,7,Townhouse,Avondale Heights,560.0
3,410.0,1,Townhouse,Bacchus Marsh,410.0
3,970.0,2,Townhouse,Balaclava,970.0
3,450.0,1,Townhouse,Ballarat Central,450.0
3,390.0,1,Townhouse,Ballarat East,390.0
3,720.0,1,Townhouse,Balwyn,720.0
3,640.0,1,Townhouse,Balwyn North,640.0
3,850.0,1,Townhouse,Beaumaris,850.0
3,440.0,1,Townhouse,Bell Park,440.0
3,533.3333333333334,3,Townhouse,Bellfield,550.0
3,500.0,3,Townhouse,Belmont,500.0
3,430.0,1,Townhouse,Benalla,430.0
3,500.0,1,Townhouse,Bendigo,500.0
3,637.5,2,Townhouse,Bentleigh,637.5
3,670.0,3,Townhouse,Bentleigh East,735.0
3,492.5,4,Townhouse,Berwick,475.0
3,1150.0,1,Townhouse,Black Rock,1150.0
3,575.0,2,Townhouse,Blackburn,575.0
3,650.0,2,Townhouse,Bonbeach,650.0
3,430.0,1,Townhouse,Bonnie Brook,430.0
3,515.0,3,Townhouse,Boronia,520.0
3,475.0,1,Townhouse,Botanic Ridge,475.0
3,545.0,5,Townhouse,Box Hill,525.0
3,673.3333333333334,3,Townhouse,Box Hill North,690.0
3,581.25,4,Townhouse,Box Hill South,585.0
3,482.5,4,Townhouse,Braybrook,490.0
3,1408.0,5,Townhouse,Brighton,1500.0
3,1095.0,6,Townhouse,Brighton East,1060.0
3,420.0,3,Townhouse,Broadmeadows,420.0
3,530.0,2,Townhouse,Brooklyn,530.0
3,788.3333333333334,6,Townhouse,Brunswick,780.0
3,901.0,5,Townhouse,Brunswick East,785.0
3,601.25,4,Townhouse,Brunswick West,577.5
3,645.0,2,Townhouse,Bulleen,645.0
3,500.0,1,Townhouse,Burnside Heights,500.0
3,651.25,4,Townhouse,Burwood,655.0
3,650.0,1,Townhouse,Camberwell,650.0
3,380.0,1,Townhouse,Canadian,380.0
3,795.0,2,Townhouse,Canterbury,795.0
3,650.0,2,Townhouse,Capel Sound,650.0
3,600.0,1,Townhouse,Carlton,600.0
3,753.75,4,Townhouse,Carnegie,765.0
3,395.0,1,Townhouse,Caroline Springs,395.0
3,541.0,5,Townhouse,Carrum,550.0
3,437.5,2,Townhouse,Carrum Downs,437.5
3,780.5,6,Townhouse,Caulfield North,704.5
3,790.0,1,Townhouse,Caulfield South,790.0
3,556.0,5,Townhouse,Chadstone,550.0
3,540.0,1,Townhouse,Chelsea,540.0
3,639.0909090909091,11,Townhouse,Cheltenham,640.0
3,525.0,1,Townhouse,Chirnside Park,525.0
3,580.0,1,Townhouse,Clarinda,580.0
3,502.5,10,Townhouse,Clayton,515.0
3,590.0,1,Townhouse,Clayton South,590.0
3,750.0,1,Townhouse,Clifton Hill,750.0
3,450.0,1,Townhouse,Clyde,450.0
3,440.0,1,Townhouse,Clyde North,440.0
3,627.5,4,Townhouse,Coburg,625.0
3,572.5,4,Townhouse,Coburg North,605.0
3,415.55555555555554,9,Townhouse,Craigieburn,425.0
3,510.0,3,Townhouse,Cranbourne,475.0
3,540.0,1,Townhouse,Cranbourne North,540.0
3,427.5,2,Townhouse,Cranbourne West,427.5
3,555.8333333333334,6,Townhouse,Croydon,560.0
3,560.0,1,Townhouse,Croydon North,560.0
3,475.0,1,Townhouse,Dandenong,475.0
3,420.0,1,Townhouse,Dandenong North,420.0
3,420.0,2,Townhouse,Deanside,420.0
3,690.0,1,Townhouse,Deepdene,690.0
3,450.0,1,Townhouse,Derrimut,450.0
3,615.0,1,Townhouse,Diamond Creek,615.0
3,550.0,1,Townhouse,Dingley Village,550.0
3,1000.0,1,Townhouse,Docklands,1000.0
3,605.0,4,Townhouse,Doncaster,610.0
3,581.25,4,Townhouse,Doncaster East,540.0
3,585.0,2,Townhouse,Donvale,585.0
3,393.3333333333333,3,Townhouse,Doreen,400.0
3,2297.0,1,Townhouse,Echuca,2297.0
3,720.0,1,Townhouse,Edithvale,720.0
3,635.0,2,Townhouse,Elsternwick,635.0
3,765.0,3,Townhouse,Elwood,850.0
3,405.0,6,Townhouse,Epping,405.0
3,620.0,5,Townhouse,Essendon,560.0
3,650.0,1,Townhouse,Essendon West,650.0
3,650.0,2,Townhouse,Fairfield,650.0
3,497.5,2,Townhouse,Fawkner,497.5
3,600.0,2,Townhouse,Ferntree Gully,600.0
3,945.0,2,Townhouse,Fitzroy North,945.0
3,650.0,1,Townhouse,Flemington,650.0
3,650.0,1,Townhouse,Footscray,650.0
3,480.0,1,Townhouse,Forest Hill,480.0
3,730.0,1,Townhouse,Frankston South,730.0
3,423.3333333333333,3,Townhouse,Fraser Rise,420.0
3,560.0,1,Townhouse,Geelong,560.0
3,580.0,4,Townhouse,Geelong West,590.0
3,691.6666666666666,3,Townhouse,Glen Iris,700.0
3,563.3333333333334,3,Townhouse,Glen Waverley,540.0
3,472.0,15,Townhouse,Glenroy,480.0
3,430.0,1,Townhouse,Greenvale,430.0
3,486.6666666666667,3,Townhouse,Hadfield,500.0
3,500.0,1,Townhouse,Hallam,500.0
3,435.0,2,Townhouse,Hamlyn Heights,435.0
3,1500.0,1,Townhouse,Hampton,1500.0
3,440.0,1,Townhouse,Hampton Park,440.0
3,651.25,4,Townhouse,Hawthorn,650.0
3,782.5,4,Townhouse,Hawthorn East,765.0
3,600.0,1,Townhouse,Heatherton,600.0
3,436.6666666666667,3,Townhouse,Heidelberg,440.0
3,533.3333333333334,3,Townhouse,Heidelberg Heights,460.0
3,550.0,1,Townhouse,Heidelberg West,550.0
3,847.5,2,Townhouse,Highett,847.5
3,520.0,1,Townhouse,Highton,520.0
3,470.0,1,Townhouse,Hoppers Crossing,470.0
3,480.0,1,Townhouse,Horsham,480.0
3,597.5,2,Townhouse,Hughesdale,597.5
3,640.0,1,Townhouse,Huntingdale,640.0
3,612.0,5,Townhouse,Ivanhoe,600.0
3,565.0,2,Townhouse,Keilor East,565.0
3,614.5454545454545,11,Townhouse,Kensington,650.0
3,697.8571428571429,7,Townhouse,Kew,620.0
3,840.0,2,Townhouse,Kew East,840.0
3,532.5,4,Townhouse,Keysborough,530.0
3,360.0,1,Townhouse,Kings Park,360.0
3,450.0,1,Townhouse,Lake Gardens,450.0
3,435.0,3,Townhouse,Lake Wendouree,445.0
3,352.5,2,Townhouse,Lalor,352.5
3,555.0,2,Townhouse,Langwarrin,555.0
3,475.0,1,Townhouse,Macleod,475.0
3,556.0,5,Townhouse,Maidstone,500.0
3,750.0,1,Townhouse,Malvern,750.0
3,726.0,5,Townhouse,Malvern East,605.0
3,516.6666666666666,3,Townhouse,Maribyrnong,550.0
3,610.0,1,Townhouse,McCrae,610.0
3,750.0,2,Townhouse,McKinnon,750.0
3,340.0,2,Townhouse,Melton,340.0
3,357.5,2,Townhouse,Melton South,357.5
3,580.0,1,Townhouse,Mentone,580.0
3,400.0,1,Townhouse,Mernda,400.0
3,420.0,1,Townhouse,Mickleham,420.0
3,468.57142857142856,7,Townhouse,Mildura,400.0
3,475.0,2,Townhouse,Mill Park,475.0
3,575.0,1,Townhouse,Mitcham,575.0
3,320.0,1,Townhouse,Moe,320.0
3,1000.0,1,Townhouse,Mont Albert,1000.0
3,740.0,2,Townhouse,Montmorency,740.0
3,812.5,4,Townhouse,Moonee Ponds,825.0
3,625.0,2,Townhouse,Moorabbin,625.0
3,510.0,1,Townhouse,Mooroolbark,510.0
3,692.5,2,Townhouse,Mordialloc,692.5
3,860.0,1,Townhouse,Mornington,860.0
3,365.0,1,Townhouse,Mount Clear,365.0
3,452.5,2,Townhouse,Mount Duneed,452.5
3,637.5,2,Townhouse,Mount Martha,637.5
3,613.75,4,Townhouse,Mount Waverley,640.0
3,800.0,1,Townhouse,Murrumbeena,800.0
3,608.125,8,Townhouse,Newport,600.0
3,565.0,6,Townhouse,Newtown,515.0
3,575.0,2,Townhouse,Niddrie,575.0
3,455.0,5,Townhouse,Noble Park,450.0
3,455.0,2,Townhouse,Noble Park North,455.0
3,285.0,1,Townhouse,North Bendigo,285.0
3,720.0,1,Townhouse,North Melbourne,720.0
3,732.5,4,Townhouse,Northcote,725.0
3,600.0,1,Townhouse,Notting Hill,600.0
3,603.3333333333334,3,Townhouse,Nunawading,595.0
3,503.3333333333333,3,Townhouse,Oak Park,520.0
3,650.0,2,Townhouse,Oakleigh East,650.0
3,650.0,1,Townhouse,Oakleigh South,650.0
3,450.0,1,Townhouse,Officer,450.0
3,750.0,1,Townhouse,Ormond,750.0
3,407.8571428571428,7,Townhouse,Pakenham,410.0
3,737.5,2,Townhouse,Parkdale,737.5
3,675.0,3,Townhouse,Parkville,585.0
3,500.625,8,Townhouse,Pascoe Vale,502.5
3,655.0,4,Townhouse,Patterson Lakes,600.0
3,420.0,3,Townhouse,Point Cook,420.0
3,856.6666666666666,9,Townhouse,Port Melbourne,850.0
3,420.0,1,Townhouse,Portarlington,420.0
3,983.3333333333334,3,Townhouse,Prahran,950.0
3,586.0,10,Townhouse,Preston,600.0
3,508.2352941176471,17,Townhouse,Reservoir,500.0
3,907.1428571428572,7,Townhouse,Richmond,840.0
3,572.5,4,Townhouse,Ringwood,585.0
3,725.0,2,Townhouse,Ringwood North,725.0
3,555.0,1,Townhouse,Rosanna,555.0
3,425.0,2,Townhouse,Roxburgh Park,425.0
3,595.0,1,Townhouse,Rye,595.0
3,485.0,2,Townhouse,Safety Beach,485.0
3,480.0,1,Townhouse,Seabrook,480.0
3,642.5,2,Townhouse,Seddon,642.5
3,430.0,3,Townhouse,Shepparton,450.0
3,420.0,1,Townhouse,Soldiers Hill,420.0
3,490.0,1,Townhouse,South Kingsville,490.0
3,950.0,2,Townhouse,South Melbourne,950.0
3,407.5,4,Townhouse,South Morang,405.0
3,998.3333333333334,3,Townhouse,South Yarra,1000.0
3,585.0,2,Townhouse,Spotswood,585.0
3,495.0,2,Townhouse,Springvale South,495.0
3,428.57142857142856,7,Townhouse,St Albans,420.0
3,725.0,4,Townhouse,St Kilda,737.5
3,739.2857142857143,7,Townhouse,St Kilda East,625.0
3,500.0,1,Townhouse,St Leonards,500.0
3,510.0,1,Townhouse,Strathmore,510.0
3,415.0,2,Townhouse,Sunbury,415.0
3,473.3333333333333,3,Townhouse,Sunshine,460.0
3,547.5,4,Townhouse,Sunshine North,575.0
3,430.0,3,Townhouse,Sunshine West,420.0
3,730.0,4,Townhouse,Surrey Hills,725.0
3,385.0,2,Townhouse,Sydenham,385.0
3,360.0,1,Townhouse,Tarneit,360.0
3,345.0,1,Townhouse,Tatura,345.0
3,420.0,3,Townhouse,Taylors Hill,420.0
3,570.0,2,Townhouse,Templestowe Lower,570.0
3,473.0,5,Townhouse,Thomastown,490.0
3,623.3333333333334,3,Townhouse,Thornbury,620.0
3,1116.6666666666667,3,Townhouse,Toorak,1050.0
3,610.0,2,Townhouse,Torquay,610.0
3,460.0,1,Townhouse,Trafalgar,460.0
3,430.0,1,Townhouse,Traralgon,430.0
3,600.0,2,Townhouse,Tullamarine,600.0
3,445.0,2,Townhouse,Wangaratta,445.0
3,508.3333333333333,3,Townhouse,Wantirna,465.0
3,555.0,2,Townhouse,Wantirna South,555.0
3,405.0,2,Townhouse,Warrnambool,405.0
3,490.0,1,Townhouse,Waurn Ponds,490.0
3,389.0,5,Townhouse,Werribee,395.0
3,400.0,1,Townhouse,Werribee South,400.0
3,544.0,5,Townhouse,West Footscray,550.0
3,950.0,1,Townhouse,West Melbourne,950.0
3,580.0,1,Townhouse,Westmeadows,580.0
3,415.0,1,Townhouse,Williams Landing,415.0
3,666.25,4,Townhouse,Williamstown,700.0
3,490.0,1,Townhouse,Williamstown North,490.0
3,985.0,1,Townhouse,Windsor,985.0
3,450.0,1,Townhouse,Wodonga,450.0
3,413.3333333333333,6,Townhouse,Wollert,405.0
3,360.0,1,Townhouse,Wyndham Vale,360.0
3,622.5,6,Townhouse,Yarraville,600.0
3,385.0,1,Townhouse,Yarrawonga,385.0
3,600.0,1,Villa,Brighton East,600.0
3,380.0,1,Villa,Broadmeadows,380.0
3,370.0,1,Villa,Clifton Springs,370.0
3,480.0,1,Villa,Coburg North,480.0
3,612.5,2,Villa,Essendon,612.5
3,440.0,1,Villa,Heidelberg West,440.0
3,695.0,1,Villa,McKinnon,695.0
