beds,avg_price,count,propertyType,suburb,median
2,465.5263157894737,57,Apartment / Unit / Flat,Hawthorn,450.0
2,479.8181818181818,55,Apartment / Unit / Flat,Hawthorn East,475.0
2,310.0,2,Apartment / Unit / Flat,Heatherton,310.0
2,415.0,1,Apartment / Unit / Flat,Heathmont,415.0
2,391.0,5,Apartment / Unit / Flat,Heidelberg,395.0
2,380.0,1,Apartment / Unit / Flat,Heidelberg Heights,380.0
2,341.6666666666667,3,Apartment / Unit / Flat,Herne Hill,350.0
2,476.7857142857143,14,Apartment / Unit / Flat,Highett,452.5
2,405.5,10,Apartment / Unit / Flat,Highton,417.5
2,180.0,1,Apartment / Unit / Flat,Hopetoun,180.0
2,295.0,1,Apartment / Unit / Flat,Hoppers Crossing,295.0
2,281.5,10,Apartment / Unit / Flat,Horsham,280.0
2,448.75,8,Apartment / Unit / Flat,Hughesdale,425.0
2,360.0,1,Apartment / Unit / Flat,Huntingdale,360.0
2,420.0,1,Apartment / Unit / Flat,Inverloch,420.0
2,280.0,1,Apartment / Unit / Flat,Irymple,280.0
2,446.1111111111111,9,Apartment / Unit / Flat,Ivanhoe,460.0
2,455.0,2,Apartment / Unit / Flat,Ivanhoe East,455.0
2,495.0,1,Apartment / Unit / Flat,Kalimna,495.0
2,300.0,1,Apartment / Unit / Flat,Kangaroo Flat,300.0
2,335.0,1,Apartment / Unit / Flat,Kealba,335.0
2,375.0,2,Apartment / Unit / Flat,Keilor East,375.0
2,280.0,1,Apartment / Unit / Flat,Kennington,280.0
2,444.09090909090907,11,Apartment / Unit / Flat,Kensington,430.0
2,220.0,1,Apartment / Unit / Flat,Kerang,220.0
2,456.8181818181818,33,Apartment / Unit / Flat,Kew,435.0
2,468.75,8,Apartment / Unit / Flat,Kew East,445.0
2,400.0,1,Apartment / Unit / Flat,Keysborough,400.0
2,375.0,1,Apartment / Unit / Flat,Kilmore,375.0
2,345.0,4,Apartment / Unit / Flat,Kingsbury,345.0
2,318.3333333333333,6,Apartment / Unit / Flat,Kingsville,300.0
2,660.0,2,Apartment / Unit / Flat,Kooyong,660.0
2,331.6666666666667,3,Apartment / Unit / Flat,Kyneton,330.0
2,440.0,1,Apartment / Unit / Flat,Lake Wendouree,440.0
2,500.0,2,Apartment / Unit / Flat,Lakes Entrance,500.0
2,328.3333333333333,3,Apartment / Unit / Flat,Lalor,320.0
2,390.0,4,Apartment / Unit / Flat,Langwarrin,390.0
2,390.0,3,Apartment / Unit / Flat,Lara,380.0
2,352.5,2,Apartment / Unit / Flat,Laverton,352.5
2,393.3333333333333,3,Apartment / Unit / Flat,Macleod,380.0
2,365.0,3,Apartment / Unit / Flat,Maidstone,380.0
2,449.0,5,Apartment / Unit / Flat,Malvern,415.0
2,461.7741935483871,31,Apartment / Unit / Flat,Malvern East,440.0
2,410.0,1,Apartment / Unit / Flat,Manifold Heights,410.0
2,407.41379310344826,29,Apartment / Unit / Flat,Maribyrnong,410.0
2,420.0,1,Apartment / Unit / Flat,McCrae,420.0
2,511.25,4,Apartment / Unit / Flat,McKinnon,512.5
2,625.636,250,Apartment / Unit / Flat,Melbourne,600.0
2,320.0,1,Apartment / Unit / Flat,Melton South,320.0
2,315.0,1,Apartment / Unit / Flat,Melton West,315.0
2,418.3333333333333,12,Apartment / Unit / Flat,Mentone,415.0
2,360.0,2,Apartment / Unit / Flat,Mernda,360.0
2,495.0,3,Apartment / Unit / Flat,Middle Park,490.0
2,280.5,10,Apartment / Unit / Flat,Mildura,262.5
2,365.8333333333333,6,Apartment / Unit / Flat,Mill Park,372.5
2,421.25,8,Apartment / Unit / Flat,Mitcham,420.0
2,260.0,1,Apartment / Unit / Flat,Moe,260.0
2,449.1666666666667,6,Apartment / Unit / Flat,Mont Albert,415.0
2,470.0,2,Apartment / Unit / Flat,Mont Albert North,470.0
2,417.5,4,Apartment / Unit / Flat,Montmorency,430.0
2,440.0,1,Apartment / Unit / Flat,Montrose,440.0
2,451.8421052631579,19,Apartment / Unit / Flat,Moonee Ponds,460.0
2,459.0,5,Apartment / Unit / Flat,Moorabbin,450.0
2,395.0,1,Apartment / Unit / Flat,Mooroolbark,395.0
2,450.4166666666667,12,Apartment / Unit / Flat,Mordialloc,450.0
2,424.0,5,Apartment / Unit / Flat,Mornington,450.0
2,272.0,5,Apartment / Unit / Flat,Morwell,280.0
2,450.0,2,Apartment / Unit / Flat,Mount Eliza,450.0
2,413.0,5,Apartment / Unit / Flat,Mount Waverley,420.0
2,433.125,8,Apartment / Unit / Flat,Murrumbeena,440.0
2,240.0,1,Apartment / Unit / Flat,Myrtleford,240.0
2,376.0,5,Apartment / Unit / Flat,Narre Warren,370.0
2,380.0,1,Apartment / Unit / Flat,Newcomb,380.0
2,390.5,10,Apartment / Unit / Flat,Newport,375.0
2,402.0,5,Apartment / Unit / Flat,Newtown,410.0
2,406.6666666666667,3,Apartment / Unit / Flat,Niddrie,430.0
2,353.46153846153845,13,Apartment / Unit / Flat,Noble Park,360.0
2,360.0,1,Apartment / Unit / Flat,Noble Park North,360.0
2,325.0,2,Apartment / Unit / Flat,North Bendigo,325.0
2,505.15625,32,Apartment / Unit / Flat,North Melbourne,500.0
2,478.57142857142856,28,Apartment / Unit / Flat,Northcote,477.5
2,632.5,2,Apartment / Unit / Flat,Notting Hill,632.5
2,393.3333333333333,3,Apartment / Unit / Flat,Nunawading,400.0
2,406.6666666666667,3,Apartment / Unit / Flat,Oak Park,420.0
2,456.0,5,Apartment / Unit / Flat,Oakleigh,460.0
2,350.0,1,Apartment / Unit / Flat,Oakleigh East,350.0
2,417.5,4,Apartment / Unit / Flat,Oakleigh South,430.0
2,420.0,1,Apartment / Unit / Flat,Ocean Grove,420.0
2,427.22222222222223,9,Apartment / Unit / Flat,Ormond,415.0
2,366.25,4,Apartment / Unit / Flat,Pakenham,372.5
2,430.8333333333333,6,Apartment / Unit / Flat,Parkdale,437.5
2,457.1428571428572,7,Apartment / Unit / Flat,Parkville,480.0
2,385.9090909090909,11,Apartment / Unit / Flat,Pascoe Vale,395.0
2,392.0,5,Apartment / Unit / Flat,Pascoe Vale South,390.0
2,430.0,1,Apartment / Unit / Flat,Patterson Lakes,430.0
2,360.0,2,Apartment / Unit / Flat,Paynesville,360.0
2,657.0588235294117,17,Apartment / Unit / Flat,Port Melbourne,625.0
2,702.0,5,Apartment / Unit / Flat,Portarlington,380.0
2,351.6666666666667,9,Apartment / Unit / Flat,Portland,350.0
2,471.8571428571428,35,Apartment / Unit / Flat,Prahran,450.0
2,415.3225806451613,31,Apartment / Unit / Flat,Preston,410.0
2,400.0,1,Apartment / Unit / Flat,Quarry Hill,400.0
2,320.0,1,Apartment / Unit / Flat,Redan,320.0
2,374.53125,64,Apartment / Unit / Flat,Reservoir,370.0
2,562.8947368421053,38,Apartment / Unit / Flat,Richmond,550.0
2,403.6111111111111,18,Apartment / Unit / Flat,Ringwood,410.0
2,380.0,4,Apartment / Unit / Flat,Ringwood East,395.0
2,390.0,1,Apartment / Unit / Flat,Ringwood North,390.0
2,380.0,1,Apartment / Unit / Flat,Ripponlea,380.0
2,400.0,1,Apartment / Unit / Flat,Romsey,400.0
2,405.0,2,Apartment / Unit / Flat,Rosanna,405.0
2,340.0,1,Apartment / Unit / Flat,Roxburgh Park,340.0
2,510.0,1,Apartment / Unit / Flat,Safety Beach,510.0
2,285.0,2,Apartment / Unit / Flat,Sale,285.0
2,455.8333333333333,6,Apartment / Unit / Flat,Sandringham,452.5
2,330.0,1,Apartment / Unit / Flat,Seabrook,330.0
2,362.5,4,Apartment / Unit / Flat,Seaford,367.5
2,315.0,1,Apartment / Unit / Flat,Seaholme,315.0
2,275.0,1,Apartment / Unit / Flat,Sebastopol,275.0
2,308.57142857142856,7,Apartment / Unit / Flat,Shepparton,310.0
2,400.0,1,Apartment / Unit / Flat,Skye,400.0
2,390.0,1,Apartment / Unit / Flat,Somerville,390.0
2,575.0,1,Apartment / Unit / Flat,Sorrento,575.0
2,382.5,2,Apartment / Unit / Flat,South Geelong,382.5
2,320.0,1,Apartment / Unit / Flat,South Kingsville,320.0
2,641.7391304347826,23,Apartment / Unit / Flat,South Melbourne,610.0
2,367.5,2,Apartment / Unit / Flat,South Morang,367.5
2,574.1666666666666,96,Apartment / Unit / Flat,South Yarra,557.5
2,603.3888888888889,72,Apartment / Unit / Flat,Southbank,580.0
2,387.5,2,Apartment / Unit / Flat,Spotswood,387.5
2,359.2857142857143,7,Apartment / Unit / Flat,Springvale,380.0
2,340.0,1,Apartment / Unit / Flat,Springvale South,340.0
2,313.05555555555554,18,Apartment / Unit / Flat,St Albans,300.0
2,483.05555555555554,54,Apartment / Unit / Flat,St Kilda,450.0
2,458.5862068965517,29,Apartment / Unit / Flat,St Kilda East,460.0
2,505.0,4,Apartment / Unit / Flat,St Kilda West,500.0
2,180.0,1,Apartment / Unit / Flat,Stawell,180.0
2,416.6666666666667,3,Apartment / Unit / Flat,Strathmore,400.0
2,341.6666666666667,3,Apartment / Unit / Flat,Sunbury,365.0
2,375.0,2,Apartment / Unit / Flat,Sunshine,375.0
2,365.0,2,Apartment / Unit / Flat,Sunshine North,365.0
2,325.0,2,Apartment / Unit / Flat,Sunshine West,325.0
2,478.6363636363636,11,Apartment / Unit / Flat,Surrey Hills,460.0
2,335.0,4,Apartment / Unit / Flat,Swan Hill,340.0
2,310.0,2,Apartment / Unit / Flat,Swan Reach,310.0
2,350.0,1,Apartment / Unit / Flat,Sydenham,350.0
2,190.0,1,Apartment / Unit / Flat,Tangambalanga,190.0
2,410.0,1,Apartment / Unit / Flat,Tawonga South,410.0
2,500.0,1,Apartment / Unit / Flat,Templestowe Lower,500.0
2,324.0,5,Apartment / Unit / Flat,Thomastown,340.0
2,320.0,1,Apartment / Unit / Flat,Thomson,320.0
2,409.625,16,Apartment / Unit / Flat,Thornbury,400.0
2,558.6842105263158,19,Apartment / Unit / Flat,Toorak,540.0
2,440.0,2,Apartment / Unit / Flat,Torquay,440.0
2,347.5,4,Apartment / Unit / Flat,Traralgon,360.0
2,396.25,8,Apartment / Unit / Flat,Travancore,390.0
2,400.0,1,Apartment / Unit / Flat,Tullamarine,400.0
2,330.0,1,Apartment / Unit / Flat,Tyabb,330.0
2,420.0,4,Apartment / Unit / Flat,Vermont,395.0
2,415.0,2,Apartment / Unit / Flat,Viewbank,415.0
2,285.0,2,Apartment / Unit / Flat,Wangaratta,285.0
2,390.0,1,Apartment / Unit / Flat,Wantirna,390.0
2,420.0,2,Apartment / Unit / Flat,Wantirna South,420.0
2,897.0,2,Apartment / Unit / Flat,Warragul,897.0
2,312.5,4,Apartment / Unit / Flat,Warrnambool,325.0
2,385.0,2,Apartment / Unit / Flat,Watsonia,385.0
2,280.0,1,Apartment / Unit / Flat,Wendouree,280.0
2,307.85714285714283,7,Apartment / Unit / Flat,Werribee,310.0
2,416.6666666666667,3,Apartment / Unit / Flat,Werribee South,410.0
2,362.5,12,Apartment / Unit / Flat,West Footscray,345.0
2,544.5238095238095,21,Apartment / Unit / Flat,West Melbourne,560.0
2,410.0,1,Apartment / Unit / Flat,Wheelers Hill,410.0
2,381.0,5,Apartment / Unit / Flat,Williams Landing,380.0
2,489.6428571428572,14,Apartment / Unit / Flat,Williamstown,482.5
2,410.0,1,Apartment / Unit / Flat,Williamstown North,410.0
2,532.0,15,Apartment / Unit / Flat,Windsor,550.0
2,328.75,8,Apartment / Unit / Flat,Wodonga,325.0
2,330.0,2,Apartment / Unit / Flat,Wonthaggi,330.0
2,437.5,2,Apartment / Unit / Flat,Woodend,437.5
2,415.0,8,Apartment / Unit / Flat,Yarraville,395.0
2,370.0,3,Apartment / Unit / Flat,Yarrawonga,360.0
2,300.0,1,Duplex,Seymour,300.0
2,612.0,5,House,Abbotsford,610.0
2,755.0,4,House,Albert Park,820.0
2,360.0,2,House,Albion,360.0
2,450.0,1,House,Allestree,450.0
2,490.8333333333333,6,House,Altona,465.0
2,347.5,6,House,Altona Meadows,340.0
2,425.0,2,House,Altona North,425.0
2,850.0,1,House,Anakie,850.0
2,295.0,4,House,Ararat,295.0
2,573.3333333333334,3,House,Armadale,570.0
2,573.75,4,House,Ascot Vale,575.0
2,350.0,1,House,Ashwood,350.0
2,390.0,2,House,Avondale Heights,390.0
2,380.0,1,House,Bacchus Marsh,380.0
2,350.0,1,House,Ballan,350.0
2,338.3333333333333,3,House,Ballarat Central,330.0
2,460.0,1,House,Ballarat East,460.0
2,288.0,5,House,Ballarat North,300.0
2,495.0,1,House,Balnarring,495.0
2,435.0,1,House,Balwyn,435.0
2,595.0,1,House,Balwyn North,595.0
2,520.0,1,House,Barwon Heads,520.0
2,370.0,1,House,Bayswater North,370.0
2,450.0,1,House,Beaumaris,450.0
2,350.0,1,House,Beechworth,350.0
2,357.5,2,House,Bell Park,357.5
2,350.0,1,House,Benalla,350.0
2,325.0,2,House,Bendigo,325.0
2,668.3333333333334,3,House,Bentleigh,520.0
2,470.0,1,House,Bentleigh East,470.0
2,300.0,1,House,Black Hill,300.0
2,595.0,1,House,Black Rock,595.0
2,450.0,1,House,Blackburn,450.0
2,400.0,3,House,Blackburn South,390.0
2,400.0,1,House,Blairgowrie,400.0
2,430.0,1,House,Bonbeach,430.0
2,280.0,1,House,Boort,280.0
2,450.0,1,House,Boronia,450.0
2,420.0,2,House,Box Hill,420.0
2,430.0,3,House,Box Hill North,420.0
2,406.0,5,House,Box Hill South,395.0
2,400.0,1,House,Branxholme,400.0
2,352.77777777777777,9,House,Braybrook,330.0
2,644.0,5,House,Brighton,630.0
2,555.0,3,House,Brighton East,525.0
2,373.3333333333333,3,House,Broadmeadows,380.0
2,430.0,2,House,Brooklyn,430.0
2,310.0,2,House,Brown Hill,310.0
2,540.5882352941177,17,House,Brunswick,550.0
2,575.0,5,House,Brunswick East,480.0
2,520.7142857142857,7,House,Brunswick West,550.0
2,400.0,1,House,Bulleen,400.0
2,418.3333333333333,3,House,Bundoora,400.0
2,360.0,1,House,Buninyong,360.0
2,720.0,1,House,Burnley,720.0
2,240.0,1,House,Bylands,240.0
2,390.0,1,House,Cairnlea,390.0
2,595.0,1,House,Camberwell,595.0
2,310.0,1,House,Canadian,310.0
2,330.0,1,House,Cape Paterson,330.0
2,445.0,2,House,Capel Sound,445.0
2,688.5714285714286,7,House,Carlton,625.0
2,594.7058823529412,17,House,Carlton North,590.0
2,421.4285714285714,7,House,Carnegie,415.0
2,380.0,2,House,Caroline Springs,380.0
2,600.0,1,House,Carrum,600.0
2,440.0,1,House,Carrum Downs,440.0
2,485.0,1,House,Castlemaine,485.0
2,577.8571428571429,7,House,Caulfield South,595.0
2,388.3333333333333,3,House,Chadstone,385.0
2,415.0,2,House,Chelsea,415.0
2,360.0,1,House,Clayton,360.0
2,350.0,1,House,Clayton South,350.0
2,641.6666666666666,3,House,Clifton Hill,675.0
2,495.0,3,House,Coburg,520.0
2,250.0,1,House,Cohuna,250.0
2,350.0,1,House,Colac,350.0
2,540.0,1,House,Collingwood,540.0
2,330.0,1,House,Corio,330.0
2,350.0,1,House,Corryong,350.0
2,400.0,1,House,Cowes,400.0
2,371.0,5,House,Craigieburn,380.0
2,390.0,1,House,Cranbourne,390.0
2,550.0,2,House,Cremorne,550.0
2,423.75,4,House,Croydon,425.0
2,324.0,5,House,Dandenong,320.0
2,380.0,1,House,Dandenong North,380.0
2,560.0,1,House,Daylesford,560.0
2,360.0,1,House,Deer Park,360.0
2,477.5,2,House,Doncaster,477.5
2,430.0,2,House,Doncaster East,430.0
2,395.0,2,House,Donvale,395.0
2,420.0,1,House,Dromana,420.0
2,355.0,2,House,Drouin,355.0
2,355.0,2,House,Eaglehawk,355.0
2,320.0,1,House,East Bendigo,320.0
2,422.5,2,House,East Geelong,422.5
2,350.0,1,House,Echuca,350.0
2,500.0,1,House,Edithvale,500.0
2,760.0,1,House,Elsternwick,760.0
2,550.0,4,House,Elwood,515.0
2,378.3333333333333,3,House,Epping,370.0
2,528.3333333333334,6,House,Essendon,570.0
2,750.0,1,House,Fairfield,750.0
2,400.0,1,House,Fawkner,400.0
2,365.0,2,House,Ferntree Gully,365.0
2,621.0,5,House,Fitzroy,600.0
2,616.0,10,House,Fitzroy North,587.5
2,542.5,4,House,Flemington,550.0
2,441.7857142857143,14,House,Footscray,445.0
2,350.0,1,House,Forest Hill,350.0
2,336.6666666666667,3,House,Foster,340.0
2,428.3333333333333,3,House,Frankston,440.0
2,390.0,1,House,Fraser Rise,390.0
2,480.0,3,House,Geelong,520.0
2,430.8333333333333,6,House,Geelong West,435.0
2,420.0,1,House,Gladstone Park,420.0
2,525.0,5,House,Glen Iris,520.0
2,450.0,1,House,Glen Waverley,450.0
2,415.0,4,House,Glenroy,415.0
2,330.0,1,House,Golden Beach,330.0
2,380.0,1,House,Golden Point,380.0
2,325.0,2,House,Golden Square,325.0
2,490.0,1,House,Greensborough,490.0
2,390.0,1,House,Grovedale,390.0
2,380.0,1,House,Hadfield,380.0
2,337.5,4,House,Hamilton,325.0
2,470.0,1,House,Hamlyn Heights,470.0
2,350.0,1,House,Hampton Park,350.0
2,311.6666666666667,3,House,Hastings,310.0
2,621.25,4,House,Hawthorn,595.0
2,585.0,4,House,Hawthorn East,622.5
2,452.5,2,House,Healesville,452.5
2,425.0,4,House,Heathmont,435.0
2,343.0,1,House,Heidelberg,343.0
2,385.0,3,House,Heidelberg Heights,385.0
2,380.0,3,House,Heidelberg West,360.0
2,455.0,1,House,Highett,455.0
2,313.75,4,House,Hoppers Crossing,315.0
2,280.0,2,House,Horsham,280.0
2,522.5,2,House,Hughesdale,522.5
2,420.0,1,House,Huntingdale,420.0
2,410.0,2,House,Inverloch,410.0
2,275.0,1,House,Irymple,275.0
2,496.6666666666667,3,House,Ivanhoe,490.0
2,375.0,1,House,Jacana,375.0
2,260.0,1,House,Kalimna West,260.0
2,480.0,1,House,Kallista,480.0
2,420.0,1,House,Kalorama,420.0
2,416.6666666666667,3,House,Keilor East,420.0
2,552.1428571428571,7,House,Kensington,560.0
2,510.0,3,House,Kew,500.0
2,580.0,2,House,Kew East,580.0
2,430.0,3,House,Kilsyth,420.0
2,510.0,2,House,Kingsville,510.0
2,430.0,1,House,Koornalla,430.0
2,420.0,1,House,Kyneton,420.0
2,330.0,1,House,Lake Tyers Beach,330.0
2,345.0,2,House,Lake Wendouree,345.0
2,360.0,1,House,Lakes Entrance,360.0
2,350.0,3,House,Lalor,360.0
2,370.0,2,House,Lara,370.0
2,343.3333333333333,3,House,Laverton,350.0
2,450.0,1,House,Lilydale,450.0
2,450.0,1,House,Lindenow,450.0
2,480.0,1,House,Loch,480.0
2,390.0,3,House,Long Gully,360.0
2,410.0,1,House,Lynbrook,410.0
2,460.0,1,House,Lyndhurst,460.0
2,400.0,1,House,Maddingley,400.0
2,422.5,4,House,Maidstone,425.0
2,350.0,2,House,Maldon,350.0
2,580.0,2,House,Malvern,580.0
2,523.0,5,House,Malvern East,500.0
2,360.0,1,House,Manor Lakes,360.0
2,406.6666666666667,3,House,Maribyrnong,415.0
2,500.0,1,House,Marlo,500.0
2,295.0,2,House,Maryborough,295.0
2,450.0,1,House,McCrae,450.0
2,460.0,1,House,McKinnon,460.0
2,390.0,1,House,Meadow Heights,390.0
2,635.0,2,House,Melbourne,635.0
2,310.0,2,House,Melton South,310.0
2,350.0,4,House,Mernda,350.0
2,370.0,1,House,Metung,370.0
2,370.0,1,House,Mickleham,370.0
2,650.0,1,House,Middle Park,650.0
2,298.6363636363636,11,House,Mildura,300.0
2,380.0,3,House,Mill Park,390.0
2,422.5,2,House,Mitcham,422.5
2,308.0,5,House,Moe,300.0
2,425.0,1,House,Mont Albert,425.0
2,450.0,1,House,Montrose,450.0
2,489.2857142857143,7,House,Moonee Ponds,485.0
2,460.0,2,House,Moorabbin,460.0
2,450.0,2,House,Mooroolbark,450.0
2,470.0,1,House,Mordialloc,470.0
2,533.3333333333334,3,House,Mornington,500.0
2,311.25,8,House,Morwell,310.0
2,472.5,2,House,Mount Eliza,472.5
2,450.0,1,House,Mount Waverley,450.0
2,470.0,1,House,Murrumbeena,470.0
2,375.0,2,House,Narre Warren,375.0
2,375.0,1,House,Newcomb,375.0
2,340.0,1,House,Newington,340.0
2,470.0,5,House,Newport,450.0
2,437.1428571428572,7,House,Newtown,400.0
2,250.0,1,House,Nhill,250.0
2,382.5,4,House,Noble Park,385.0
2,313.3333333333333,3,House,Norlane,310.0
2,356.6666666666667,3,House,North Bendigo,360.0
2,400.0,2,House,North Geelong,400.0
2,550.0,7,House,North Melbourne,565.0
2,330.0,1,House,North Wonthaggi,330.0
2,591.25,16,House,Northcote,575.0
2,417.5,4,House,Notting Hill,420.0
2,420.0,2,House,Nunawading,420.0
2,411.6666666666667,3,House,Oak Park,380.0
2,395.0,2,House,Oakleigh East,395.0
2,400.0,2,House,Ocean Grove,400.0
2,489.5,2,House,Ormond,489.5
2,360.0,2,House,Pakenham,360.0
2,500.0,1,House,Parkville,500.0
2,457.5,2,House,Pascoe Vale,457.5
2,423.3333333333333,3,House,Pascoe Vale South,440.0
2,400.0,1,House,Paynesville,400.0
2,680.0,2,House,Port Melbourne,680.0
2,608.5,10,House,Prahran,642.5
2,441.8181818181818,11,House,Preston,440.0
2,300.0,1,House,Quarry Hill,300.0
2,318.75,4,House,Redan,322.5
2,385.45454545454544,11,House,Reservoir,370.0
2,607.625,24,House,Richmond,625.0
2,360.0,1,House,Ringwood,360.0
2,370.0,1,House,Ringwood East,370.0
2,635.0,2,House,Ripponlea,635.0
2,514.5,2,House,Rosanna,514.5
2,393.3333333333333,3,House,Rosebud,400.0
2,400.0,1,House,Rutherglen,400.0
2,430.0,1,House,Safety Beach,430.0
2,390.0,1,House,Sale,390.0
2,440.0,2,House,San Remo,440.0
2,550.0,1,House,Sandringham,550.0
2,480.0,1,House,Scoresby,480.0
2,425.0,2,House,Seaford,425.0
2,350.0,1,House,Seaspray,350.0
2,277.5,2,House,Sebastopol,277.5
2,458.3333333333333,6,House,Seddon,450.0
2,316.6666666666667,3,House,Shepparton,310.0
2,338.3333333333333,3,House,Soldiers Hill,310.0
2,693.3333333333334,3,House,South Melbourne,675.0
2,413.3333333333333,3,House,South Morang,420.0
2,681.6666666666666,18,House,South Yarra,672.5
2,525.0,1,House,Southbank,525.0
2,380.0,1,House,Springvale,380.0
2,400.0,1,House,Springvale South,400.0
2,340.0,3,House,St Albans,330.0
2,715.0,2,House,St Kilda,715.0
2,850.0,1,House,St Kilda East,850.0
2,460.0,1,House,St Kilda West,460.0
2,317.5,2,House,Stawell,317.5
2,310.0,2,House,Strathdale,310.0
2,342.5,2,House,Sunbury,342.5
2,340.0,2,House,Sunshine,340.0
2,357.5,2,House,Sunshine North,357.5
2,420.0,3,House,Surrey Hills,450.0
2,320.0,1,House,Swan Hill,320.0
2,390.0,1,House,Sydenham,390.0
2,365.0,3,House,Tarneit,370.0
2,430.0,1,House,Templestowe,430.0
2,410.0,1,House,Templestowe Lower,410.0
2,350.0,1,House,Thomastown,350.0
2,575.0,4,House,Thornbury,560.0
2,867.5,4,House,Toorak,772.5
2,450.0,1,House,Tootgarook,450.0
2,510.0,1,House,Torquay,510.0
2,340.0,4,House,Traralgon,335.0
2,430.0,1,House,Trentham,430.0
2,347.5,2,House,Tullamarine,347.5
2,400.0,1,House,Venus Bay,400.0
2,397.5,2,House,Vermont,397.5
2,440.0,1,House,Viewbank,440.0
2,320.0,1,House,Wangaratta,320.0
2,385.0,2,House,Warragul,385.0
2,376.6666666666667,6,House,Warrnambool,375.0
2,212.5,2,House,Waurn Ponds,212.5
2,291.6666666666667,3,House,Wendouree,310.0
2,334.1666666666667,6,House,Werribee,325.0
2,280.0,1,House,Werribee South,280.0
2,437.8571428571428,7,House,West Footscray,450.0
2,530.0,2,House,West Melbourne,530.0
2,400.0,2,House,Williams Landing,400.0
2,540.0,5,House,Williamstown,530.0
2,584.2857142857143,7,House,Windsor,545.0
2,350.0,2,House,Wodonga,350.0
2,352.1428571428572,7,House,Wonthaggi,375.0
2,335.0,2,House,Wyndham Vale,335.0
2,493.0,10,House,Yarraville,497.5
2,425.0,1,House,Yarrawonga,425.0
2,460.0,1,Semi-Detached,Coburg,460.0
2,890.0,1,Semi-Detached,St Kilda,890.0
2,595.0,1,Terrace,Brunswick,595.0
2,650.0,1,Terrace,Fitzroy,650.0
2,660.0,2,Terrace,Fitzroy North,660.0
2,750.0,1,Terrace,Malvern,750.0
2,600.0,1,Terrace,Northcote,600.0
2,345.0,1,Terrace,Sunbury,345.0
2,665.0,3,Townhouse,Abbotsford,650.0
2,475.0,2,Townhouse,Airport West,475.0
2,350.0,1,Townhouse,Albanvale,350.0
2,386.6666666666667,3,Townhouse,Albion,400.0
2,422.5,2,Townhouse,Alfredton,422.5
2,525.0,2,Townhouse,Alphington,525.0
2,450.0,1,Townhouse,Altona North,450.0
2,360.0,1,Townhouse,Ardeer,360.0
2,547.5,2,Townhouse,Ascot Vale,547.5
2,575.0,1,Townhouse,Aspendale,575.0
2,437.5,2,Townhouse,Bayswater,437.5
2,500.0,1,Townhouse,Belmont,500.0
2,325.0,2,Townhouse,Bendigo,325.0
2,530.0,1,Townhouse,Bentleigh East,530.0
2,430.0,1,Townhouse,Berwick,430.0
2,700.0,1,Townhouse,Black Rock,700.0
2,415.0,1,Townhouse,Blackburn,415.0
2,480.0,1,Townhouse,Blackburn South,480.0
2,350.0,1,Townhouse,Bonbeach,350.0
2,425.0,3,Townhouse,Boronia,430.0
2,481.6666666666667,3,Townhouse,Box Hill,450.0
2,420.0,3,Townhouse,Braybrook,420.0
2,450.0,1,Townhouse,Brighton East,450.0
2,535.5714285714286,7,Townhouse,Broadmeadows,380.0
2,572.2222222222222,9,Townhouse,Brunswick,580.0
2,587.5,2,Townhouse,Brunswick East,587.5
2,482.6666666666667,6,Townhouse,Brunswick West,495.0
2,403.57142857142856,7,Townhouse,Bundoora,400.0
2,760.0,1,Townhouse,Burnley,760.0
2,360.0,2,Townhouse,Burnside Heights,360.0
2,610.0,2,Townhouse,Camberwell,610.0
2,320.0,1,Townhouse,Canadian,320.0
2,600.0,1,Townhouse,Carlton,600.0
2,720.0,1,Townhouse,Carlton North,720.0
2,510.0,3,Townhouse,Carnegie,510.0
2,395.0,1,Townhouse,Caroline Springs,395.0
2,477.5,2,Townhouse,Carrum,477.5
2,450.0,1,Townhouse,Carrum Downs,450.0
2,550.0,1,Townhouse,Caulfield East,550.0
2,431.6666666666667,3,Townhouse,Caulfield North,440.0
2,700.0,1,Townhouse,Chelsea,700.0
2,586.6666666666666,3,Townhouse,Cheltenham,550.0
2,410.0,1,Townhouse,Clayton,410.0
2,508.3333333333333,3,Townhouse,Clayton South,500.0
2,640.0,1,Townhouse,Clifton Hill,640.0
2,453.0,5,Townhouse,Coburg,480.0
2,436.0,5,Townhouse,Coburg North,435.0
2,300.0,1,Townhouse,Coleraine,300.0
2,600.0,1,Townhouse,Collingwood,600.0
2,345.0,6,Townhouse,Craigieburn,347.5
2,390.0,1,Townhouse,Croydon,390.0
2,350.0,1,Townhouse,Dallas,350.0
2,421.6666666666667,3,Townhouse,Dandenong,420.0
2,370.0,1,Townhouse,Deanside,370.0
2,400.0,1,Townhouse,Deer Park,400.0
2,480.0,1,Townhouse,Doncaster,480.0
2,560.0,1,Townhouse,Doncaster East,560.0
2,500.0,1,Townhouse,Donvale,500.0
2,420.0,1,Townhouse,Drumcondra,420.0
2,660.0,1,Townhouse,East Melbourne,660.0
2,2384.0,1,Townhouse,Echuca,2384.0
2,440.0,1,Townhouse,Eltham,440.0
2,390.8333333333333,6,Townhouse,Epping,395.0
2,483.125,8,Townhouse,Essendon,477.5
2,550.0,1,Townhouse,Fairfield,550.0
2,415.0,2,Townhouse,Fawkner,415.0
